coefficient_name,value,constrain
joint_sr3p_ASC_auto_sufficient_othmaint,-9.453593254,T
joint_walk_transit_ASC_no_auto_othmaint,-15.29844284,T
joint_walk_transit_ASC_auto_deficient_othmaint,-25.26748276,T
joint_walk_transit_ASC_auto_sufficient_othmaint,-40.82497787,T
joint_drive_transit_ASC_auto_deficient_othmaint,-31.82618904,T
joint_drive_transit_ASC_auto_sufficient_othmaint,-32.98428345,T
joint_taxi_ASC_no_auto_othmaint,-14.0517807,T
joint_taxi_ASC_auto_deficient_othmaint,-23.98625755,T
joint_taxi_ASC_auto_sufficient_othmaint,-30.44431686,T
joint_tnc_single_ASC_no_auto_othmaint,-14.11349297,T
joint_tnc_single_ASC_auto_deficient_othmaint,-24.83108521,T
joint_tnc_single_ASC_auto_sufficient_othmaint,-36.03213501,T
joint_tnc_shared_ASC_no_auto_othmaint,-14.62110519,T
joint_tnc_shared_ASC_auto_deficient_othmaint,-25.39584732,T
joint_tnc_shared_ASC_auto_sufficient_othmaint,-16.58130074,T
local_bus_ASC_othmaint,5.428188323974609,T
walk_light_rail_ASC_othmaint,-14.8452673,T
drive_light_rail_ASC_othmaint,6.739549637,T
walk_ferry_ASC_othmaint,9.865807533,T
drive_ferry_ASC_othmaint,1.8265655040740967,T
express_bus_ASC_othmaint,-6.943709373,T
heavy_rail_ASC_othmaint,-7.440342903,T
commuter_rail_ASC_othmaint,-11.17147827,T
walk_transit_CBD_ASC_othmaint,-16.67915535,T
drive_transit_CBD_ASC_othmaint,-22.54317284,T
coef_topology_walk_multiplier_eatout,15,T
coef_topology_bike_multiplier_eatout,20,T
coef_topology_trn_multiplier_eatout,2.200000047683716,T
coef_age16p_sr_multiplier_eatout,-1.612565756,T
taxi_ASC_no_auto_eatout,-10.26440144,T
taxi_ASC_auto_deficient_eatout,-16.47214317,T
taxi_ASC_auto_sufficient_eatout,-4.937436104,T
tnc_single_ASC_no_auto_eatout,-11.15295887,T
tnc_single_ASC_auto_deficient_eatout,-16.63131905,T
tnc_single_ASC_auto_sufficient_eatout,-3.737006426,T
tnc_shared_ASC_no_auto_eatout,1.735002875328064,T
tnc_shared_ASC_auto_deficient_eatout,-18.85674667,T
tnc_shared_ASC_auto_sufficient_eatout,-9.785998344,T
joint_walk_ASC_no_auto_eatout,-0.212747008,T
joint_walk_ASC_auto_deficient_eatout,-18.8295269,T
joint_walk_ASC_auto_sufficient_eatout,-15.86783886,T
joint_bike_ASC_no_auto_eatout,-2.867159843,T
joint_bike_ASC_auto_deficient_eatout,-22.9289608,T
joint_bike_ASC_auto_sufficient_eatout,-26.21675491,T
joint_sr3p_ASC_no_auto_eatout,0.5630670785903931,T
joint_sr3p_ASC_auto_deficient_eatout,-8.030480385,T
joint_sr3p_ASC_auto_sufficient_eatout,-10.46732807,T
joint_walk_transit_ASC_no_auto_eatout,0.6229241490364075,T
joint_walk_transit_ASC_auto_deficient_eatout,-22.54865456,T
joint_walk_transit_ASC_auto_sufficient_eatout,-4.794247627,T
joint_drive_transit_ASC_auto_deficient_eatout,-26.94527054,T
joint_drive_transit_ASC_auto_sufficient_eatout,-32.26463318,T
joint_taxi_ASC_no_auto_eatout,-4.579199791,T
joint_taxi_ASC_auto_deficient_eatout,-25.7662468,T
joint_taxi_ASC_auto_sufficient_eatout,-29.34790421,T
joint_tnc_single_ASC_no_auto_eatout,-4.491700172,T
joint_tnc_single_ASC_auto_deficient_eatout,-26.22332764,T
joint_tnc_single_ASC_auto_sufficient_eatout,-31.48026276,T
joint_tnc_shared_ASC_no_auto_eatout,-4.300199986,T
joint_tnc_shared_ASC_auto_deficient_eatout,-27.22729683,T
joint_tnc_shared_ASC_auto_sufficient_eatout,-30.59043694,T
local_bus_ASC_eatout,1.4371427297592163,T
walk_light_rail_ASC_eatout,-13.4551878,T
drive_light_rail_ASC_eatout,2.7999298572540283,T
walk_ferry_ASC_eatout,13.639387130737305,T
drive_ferry_ASC_eatout,-2.024640083,T
express_bus_ASC_eatout,-7.083898067,T
heavy_rail_ASC_eatout,-7.452392578,T
commuter_rail_ASC_eatout,-15.11400795,T
walk_transit_CBD_ASC_eatout,-16.02424049,T
drive_transit_CBD_ASC_eatout,-41.68627548,T
coef_topology_walk_multiplier_shopping,15,T
coef_topology_bike_multiplier_shopping,20,T
coef_topology_trn_multiplier_shopping,2.200000047683716,T
coef_age16p_sr_multiplier_shopping,-1.373792291,T
taxi_ASC_no_auto_shopping,-11.91117477,T
taxi_ASC_auto_deficient_shopping,-6.246436119,T
taxi_ASC_auto_sufficient_shopping,-5.198505878,T
tnc_single_ASC_no_auto_shopping,-13.79780769,T
tnc_single_ASC_auto_deficient_shopping,-7.971375942,T
tnc_single_ASC_auto_sufficient_shopping,-3.694974184,T
tnc_shared_ASC_no_auto_shopping,-11.86123466,T
tnc_shared_ASC_auto_deficient_shopping,-4.33531332,T
tnc_shared_ASC_auto_sufficient_shopping,-6.739276886,T
joint_walk_ASC_no_auto_shopping,-13.32077885,T
joint_walk_ASC_auto_deficient_shopping,-14.49570179,T
joint_walk_ASC_auto_sufficient_shopping,-27.95325279,T
joint_bike_ASC_no_auto_shopping,-13.99215317,T
joint_bike_ASC_auto_deficient_shopping,-24.34007072,T
joint_bike_ASC_auto_sufficient_shopping,-23.19728851,T
joint_sr3p_ASC_no_auto_shopping,15.63991641998291,T
joint_sr3p_ASC_auto_deficient_shopping,-9.018095016,T
joint_sr3p_ASC_auto_sufficient_shopping,-11.60435581,T
joint_walk_transit_ASC_no_auto_shopping,-16.92294693,T
joint_walk_transit_ASC_auto_deficient_shopping,-26.21161652,T
joint_walk_transit_ASC_auto_sufficient_shopping,-40.38201523,T
joint_drive_transit_ASC_auto_deficient_shopping,-29.05369377,T
joint_drive_transit_ASC_auto_sufficient_shopping,-35.49607086,T
joint_taxi_ASC_no_auto_shopping,-11.66903114,T
joint_taxi_ASC_auto_deficient_shopping,-21.38535118,T
joint_taxi_ASC_auto_sufficient_shopping,-34.76529312,T
joint_tnc_single_ASC_no_auto_shopping,-12.57924557,T
joint_tnc_single_ASC_auto_deficient_shopping,-21.90576363,T
joint_tnc_single_ASC_auto_sufficient_shopping,-35.02374268,T
joint_tnc_shared_ASC_no_auto_shopping,-12.72581577,T
joint_tnc_shared_ASC_auto_deficient_shopping,-22.5600872,T
joint_tnc_shared_ASC_auto_sufficient_shopping,-35.90484238,T
local_bus_ASC_shopping,3.2731921672821045,T
walk_light_rail_ASC_shopping,-5.319116116,T
drive_light_rail_ASC_shopping,2.8315227031707764,T
walk_ferry_ASC_shopping,-2.672516346,T
drive_ferry_ASC_shopping,-7.876436234,T
express_bus_ASC_shopping,2.514604091644287,T
heavy_rail_ASC_shopping,2.316234588623047,T
commuter_rail_ASC_shopping,-7.115124702,T
walk_transit_CBD_ASC_shopping,-10.88077641,T
drive_transit_CBD_ASC_shopping,-11.63860321,T
coef_topology_walk_multiplier_social,15,T
coef_topology_bike_multiplier_social,20,T
coef_topology_trn_multiplier_social,2.200000047683716,T
coef_age16p_sr_multiplier_social,-2.33535552,T
taxi_ASC_no_auto_social,-14.88383198,T
taxi_ASC_auto_deficient_social,-10.30880737,T
taxi_ASC_auto_sufficient_social,-3.878576279,T
tnc_single_ASC_no_auto_social,-13.77124882,T
tnc_single_ASC_auto_deficient_social,-10.66236305,T
tnc_single_ASC_auto_sufficient_social,-5.120249271,T
tnc_shared_ASC_no_auto_social,-14.39151955,T
tnc_shared_ASC_auto_deficient_social,-10.98654461,T
tnc_shared_ASC_auto_sufficient_social,-8.206341743,T
joint_walk_ASC_no_auto_social,-0.212747008,T
joint_walk_ASC_auto_deficient_social,-5.386101723,T
joint_walk_ASC_auto_sufficient_social,-25.07272339,T
joint_bike_ASC_no_auto_social,-2.867159843,T
joint_bike_ASC_auto_deficient_social,18.78554344177246,T
joint_bike_ASC_auto_sufficient_social,-4.435167789,T
joint_sr3p_ASC_no_auto_social,0.5630670785903931,T
joint_sr3p_ASC_auto_deficient_social,-13.08823395,T
joint_sr3p_ASC_auto_sufficient_social,-18.38895035,T
joint_walk_transit_ASC_no_auto_social,0.6229241490364075,T
joint_walk_transit_ASC_auto_deficient_social,-20.4722805,T
joint_walk_transit_ASC_auto_sufficient_social,-21.94688225,T
joint_drive_transit_ASC_auto_deficient_social,-20.86586189,T
joint_drive_transit_ASC_auto_sufficient_social,-38.83311081,T
joint_taxi_ASC_no_auto_social,-4.579199791,T
joint_taxi_ASC_auto_deficient_social,-23.86759758,T
joint_taxi_ASC_auto_sufficient_social,-33.66429138,T
joint_tnc_single_ASC_no_auto_social,-4.491700172,T
joint_tnc_single_ASC_auto_deficient_social,-24.5310936,T
joint_tnc_single_ASC_auto_sufficient_social,-14.24835491,T
joint_tnc_shared_ASC_no_auto_social,-4.300199986,T
joint_tnc_shared_ASC_auto_deficient_social,-24.93212891,T
joint_tnc_shared_ASC_auto_sufficient_social,-25.28395271,T
local_bus_ASC_social,-3.852099895,T
walk_light_rail_ASC_social,-8.833940506,T
drive_light_rail_ASC_social,-1.572320461,T
walk_ferry_ASC_social,5.3723955154418945,T
drive_ferry_ASC_social,-9.411546707,T
express_bus_ASC_social,-10.48695087,T
heavy_rail_ASC_social,-10.25652599,T
commuter_rail_ASC_social,-9.744318008,T
walk_transit_CBD_ASC_social,-20.86664963,T
drive_transit_CBD_ASC_social,-18.45969772,T
coef_topology_walk_multiplier_escort,15,T
coef_topology_bike_multiplier_escort,20,T
coef_topology_trn_multiplier_escort,2.200000047683716,T
coef_age16p_sr_multiplier_escort,-0.193369851,T
taxi_ASC_no_auto_escort,-2.107145548,T
taxi_ASC_auto_deficient_escort,-4.916888714,T
taxi_ASC_auto_sufficient_escort,-10.42352104,T
tnc_single_ASC_no_auto_escort,-3.376517057,T
tnc_single_ASC_auto_deficient_escort,-5.406478882,T
tnc_single_ASC_auto_sufficient_escort,-4.155766487,T
tnc_shared_ASC_no_auto_escort,-2.663203955,T
tnc_shared_ASC_auto_deficient_escort,-8.985836983,T
tnc_shared_ASC_auto_sufficient_escort,-8.631490707,T
joint_walk_ASC_no_auto_escort,-0.212747008,T
joint_walk_ASC_auto_deficient_escort,-1.960770607,T
joint_walk_ASC_auto_sufficient_escort,-3.235215664,T
joint_bike_ASC_no_auto_escort,-2.867159843,T
joint_bike_ASC_auto_deficient_escort,-6.076415062,T
joint_bike_ASC_auto_sufficient_escort,-6.376065731,T
joint_sr3p_ASC_no_auto_escort,0.5630670785903931,T
joint_sr3p_ASC_auto_deficient_escort,-1.884169221,T
joint_sr3p_ASC_auto_sufficient_escort,-2.234826088,T
joint_walk_transit_ASC_no_auto_escort,0.6229241490364075,T
joint_walk_transit_ASC_auto_deficient_escort,-5.163448334,T
joint_walk_transit_ASC_auto_sufficient_escort,-18.264534,T
joint_drive_transit_ASC_auto_deficient_escort,-5.96322155,T
joint_drive_transit_ASC_auto_sufficient_escort,-8.045285225,T
joint_taxi_ASC_no_auto_escort,-4.579199791,T
joint_taxi_ASC_auto_deficient_escort,-9.815699577,T
joint_taxi_ASC_auto_sufficient_escort,-11.7098999,T
joint_tnc_single_ASC_no_auto_escort,-4.491700172,T
joint_tnc_single_ASC_auto_deficient_escort,-9.896100044,T
joint_tnc_single_ASC_auto_sufficient_escort,-14.01589966,T
joint_tnc_shared_ASC_no_auto_escort,-4.300199986,T
joint_tnc_shared_ASC_auto_deficient_escort,-11.15719986,T
joint_tnc_shared_ASC_auto_sufficient_escort,-13.20499992,T
local_bus_ASC_escort,1.5286870002746582,T
walk_light_rail_ASC_escort,-23.30050087,T
drive_light_rail_ASC_escort,-8.930927277,T
walk_ferry_ASC_escort,-0.244931489,T
drive_ferry_ASC_escort,1.2924500703811646,T
express_bus_ASC_escort,-10.35242081,T
heavy_rail_ASC_escort,-0.672458112,T
commuter_rail_ASC_escort,-18.34836006,T
walk_transit_CBD_ASC_escort,10.077451705932617,T
drive_transit_CBD_ASC_escort,-2.598358154,T
