,coefficient_name,value,constrain
433,joint_walk_ASC_auto_sufficient_shopping,-8.825407981872559,T
434,joint_bike_ASC_no_auto_shopping,-8.395828247070312,T
435,joint_bike_ASC_auto_deficient_shopping,-12.688010215759277,T
436,joint_bike_ASC_auto_sufficient_shopping,-16.274553298950195,T
437,joint_sr3p_ASC_no_auto_shopping,-6.0715813636779785,T
438,joint_sr3p_ASC_auto_deficient_shopping,-4.402319431304932,T
439,joint_sr3p_ASC_auto_sufficient_shopping,-6.9860148429870605,T
440,joint_walk_transit_ASC_no_auto_shopping,6.219063758850098,T
441,joint_walk_transit_ASC_auto_deficient_shopping,-12.709845542907715,T
442,joint_walk_transit_ASC_auto_sufficient_shopping,-23.065937042236328,T
443,joint_drive_transit_ASC_auto_deficient_shopping,-14.5050630569458,T
444,joint_drive_transit_ASC_auto_sufficient_shopping,-16.407236099243164,T
445,joint_taxi_ASC_no_auto_shopping,-7.507226467132568,T
446,joint_taxi_ASC_auto_deficient_shopping,-17.456785202026367,T
447,joint_taxi_ASC_auto_sufficient_shopping,-20.794910430908203,T
448,joint_tnc_single_ASC_no_auto_shopping,-5.85451602935791,T
449,joint_tnc_single_ASC_auto_deficient_shopping,-16.54799461364746,T
450,joint_tnc_single_ASC_auto_sufficient_shopping,-22.50446319580078,T
451,joint_tnc_shared_ASC_no_auto_shopping,-7.853879928588867,T
452,joint_tnc_shared_ASC_auto_deficient_shopping,-18.166364669799805,T
453,joint_tnc_shared_ASC_auto_sufficient_shopping,-20.03643798828125,T
454,local_bus_ASC_shopping,3.2025060653686523,T
455,walk_light_rail_ASC_shopping,-6.119870185852051,T
456,drive_light_rail_ASC_shopping,-1.8327349424362183,T
457,walk_ferry_ASC_shopping,-3.177412986755371,T
458,drive_ferry_ASC_shopping,-1.7878326177597046,T
459,express_bus_ASC_shopping,0.2807328402996063,T
460,heavy_rail_ASC_shopping,0.07905926555395126,T
461,commuter_rail_ASC_shopping,-6.4479522705078125,T
462,walk_transit_CBD_ASC_shopping,-3.459254741668701,T
463,drive_transit_CBD_ASC_shopping,-3.2804391384124756,T
464,coef_topology_walk_multiplier_othmaint,15.0,T
465,coef_topology_bike_multiplier_othmaint,20.0,T
466,coef_topology_trn_multiplier_othmaint,2.200000047683716,T
467,coef_age16p_sr_multiplier_othmaint,-1.4749454259872437,T
468,taxi_ASC_no_auto_othmaint,-1.7851197719573975,T
469,taxi_ASC_auto_deficient_othmaint,-4.816084861755371,T
470,taxi_ASC_auto_sufficient_othmaint,-5.408910751342773,T
471,tnc_single_ASC_no_auto_othmaint,-1.6999266147613525,T
472,tnc_single_ASC_auto_deficient_othmaint,3.1487345695495605,T
473,tnc_single_ASC_auto_sufficient_othmaint,-2.8873085975646973,T
474,tnc_shared_ASC_no_auto_othmaint,-4.275759696960449,T
475,tnc_shared_ASC_auto_deficient_othmaint,-4.453558444976807,T
476,tnc_shared_ASC_auto_sufficient_othmaint,-4.433854103088379,T
477,joint_walk_ASC_no_auto_othmaint,-5.975345611572266,T
478,joint_walk_ASC_auto_deficient_othmaint,-5.818399906158447,T
479,joint_walk_ASC_auto_sufficient_othmaint,-9.5930814743042,T
480,joint_bike_ASC_no_auto_othmaint,-9.263036727905273,T
481,joint_bike_ASC_auto_deficient_othmaint,-13.378376960754395,T
482,joint_bike_ASC_auto_sufficient_othmaint,-17.08738136291504,T
483,joint_sr3p_ASC_no_auto_othmaint,4.6467437744140625,T
484,joint_sr3p_ASC_auto_deficient_othmaint,-1.6763991117477417,T
485,joint_sr3p_ASC_auto_sufficient_othmaint,-3.859485626220703,T
486,joint_walk_transit_ASC_no_auto_othmaint,-6.588763236999512,T
487,joint_walk_transit_ASC_auto_deficient_othmaint,-8.731253623962402,T
488,joint_walk_transit_ASC_auto_sufficient_othmaint,-25.197311401367188,T
489,joint_drive_transit_ASC_auto_deficient_othmaint,-14.546713829040527,T
490,joint_drive_transit_ASC_auto_sufficient_othmaint,-17.740360260009766,T
491,joint_taxi_ASC_no_auto_othmaint,-8.733967781066895,T
492,joint_taxi_ASC_auto_deficient_othmaint,-17.276514053344727,T
493,joint_taxi_ASC_auto_sufficient_othmaint,-20.467933654785156,T
494,joint_tnc_single_ASC_no_auto_othmaint,-8.808276176452637,T
495,joint_tnc_single_ASC_auto_deficient_othmaint,-16.564762115478516,T
496,joint_tnc_single_ASC_auto_sufficient_othmaint,-22.358938217163086,T
497,joint_tnc_shared_ASC_no_auto_othmaint,-9.137042999267578,T
498,joint_tnc_shared_ASC_auto_deficient_othmaint,-18.550783157348633,T
499,joint_tnc_shared_ASC_auto_sufficient_othmaint,-26.976057052612305,T
500,local_bus_ASC_othmaint,4.0124359130859375,T
501,walk_light_rail_ASC_othmaint,-5.736447811126709,T
502,drive_light_rail_ASC_othmaint,-1.5664303302764893,T
503,walk_ferry_ASC_othmaint,-3.6005992889404297,T
504,drive_ferry_ASC_othmaint,-1.3534570932388306,T
505,express_bus_ASC_othmaint,1.5559792518615723,T
506,heavy_rail_ASC_othmaint,-0.13438546657562256,T
507,commuter_rail_ASC_othmaint,-5.995171546936035,T
508,walk_transit_CBD_ASC_othmaint,-3.919684410095215,T
509,drive_transit_CBD_ASC_othmaint,-4.2921271324157715,T
510,coef_topology_walk_multiplier_eatout,15.0,T
511,coef_topology_bike_multiplier_eatout,20.0,T
512,coef_topology_trn_multiplier_eatout,2.200000047683716,T
513,coef_age16p_sr_multiplier_eatout,-2.0635151863098145,T
514,taxi_ASC_no_auto_eatout,-1.1640219688415527,T
515,taxi_ASC_auto_deficient_eatout,-6.397890567779541,T
516,taxi_ASC_auto_sufficient_eatout,-6.0610671043396,T
517,tnc_single_ASC_no_auto_eatout,-0.13925118744373322,T
518,tnc_single_ASC_auto_deficient_eatout,-3.2323532104492188,T
519,tnc_single_ASC_auto_sufficient_eatout,-1.0757535696029663,T
520,tnc_shared_ASC_no_auto_eatout,-3.731613874435425,T
521,tnc_shared_ASC_auto_deficient_eatout,-0.6158237457275391,T
522,tnc_shared_ASC_auto_sufficient_eatout,-3.7088305950164795,T
523,joint_walk_ASC_no_auto_eatout,-1.5764085054397583,T
524,joint_walk_ASC_auto_deficient_eatout,-6.0474958419799805,T
525,joint_walk_ASC_auto_sufficient_eatout,-8.501544952392578,T
526,joint_bike_ASC_no_auto_eatout,-6.247373580932617,T
527,joint_bike_ASC_auto_deficient_eatout,-12.980542182922363,T
528,joint_bike_ASC_auto_sufficient_eatout,-12.670795440673828,T
529,joint_sr3p_ASC_no_auto_eatout,6.375145435333252,T
530,joint_sr3p_ASC_auto_deficient_eatout,1.0687817335128784,T
531,joint_sr3p_ASC_auto_sufficient_eatout,-1.758916974067688,T
532,joint_walk_transit_ASC_no_auto_eatout,-5.155984878540039,T
533,joint_walk_transit_ASC_auto_deficient_eatout,-14.130706787109375,T
534,joint_walk_transit_ASC_auto_sufficient_eatout,-28.313701629638672,T
535,joint_drive_transit_ASC_auto_deficient_eatout,-14.872662544250488,T
536,joint_drive_transit_ASC_auto_sufficient_eatout,-16.75836181640625,T
537,joint_taxi_ASC_no_auto_eatout,-9.645421028137207,T
538,joint_taxi_ASC_auto_deficient_eatout,-6.85908317565918,T
539,joint_taxi_ASC_auto_sufficient_eatout,-19.420413970947266,T
540,joint_tnc_single_ASC_no_auto_eatout,-8.806715965270996,T
541,joint_tnc_single_ASC_auto_deficient_eatout,-8.928008079528809,T
542,joint_tnc_single_ASC_auto_sufficient_eatout,-21.42607879638672,T
543,joint_tnc_shared_ASC_no_auto_eatout,-9.057249069213867,T
544,joint_tnc_shared_ASC_auto_deficient_eatout,-3.5979464054107666,T
545,joint_tnc_shared_ASC_auto_sufficient_eatout,-20.717159271240234,T
546,local_bus_ASC_eatout,3.8161003589630127,T
547,walk_light_rail_ASC_eatout,-5.085386753082275,T
548,drive_light_rail_ASC_eatout,-1.2140120267868042,T
549,walk_ferry_ASC_eatout,-5.547002792358398,T
550,drive_ferry_ASC_eatout,-5.048044204711914,T
551,express_bus_ASC_eatout,0.2336093783378601,T
552,heavy_rail_ASC_eatout,-0.1878201961517334,T
553,commuter_rail_ASC_eatout,-5.1062397956848145,T
554,walk_transit_CBD_ASC_eatout,-3.6088523864746094,T
555,drive_transit_CBD_ASC_eatout,-4.090724468231201,T
556,coef_topology_walk_multiplier_social,15.0,T
557,coef_topology_bike_multiplier_social,20.0,T
558,coef_topology_trn_multiplier_social,2.200000047683716,T
559,coef_age16p_sr_multiplier_social,-1.8624143600463867,T
560,taxi_ASC_no_auto_social,-1.7193467617034912,T
561,taxi_ASC_auto_deficient_social,-10.058752059936523,T
562,taxi_ASC_auto_sufficient_social,-6.6418962478637695,T
563,tnc_single_ASC_no_auto_social,3.892085075378418,T
564,tnc_single_ASC_auto_deficient_social,-8.227638244628906,T
565,tnc_single_ASC_auto_sufficient_social,-6.251128673553467,T
566,tnc_shared_ASC_no_auto_social,1.6593111753463745,T
567,tnc_shared_ASC_auto_deficient_social,-10.747191429138184,T
568,tnc_shared_ASC_auto_sufficient_social,-7.965888977050781,T
569,joint_walk_ASC_no_auto_social,-6.775742530822754,T
570,joint_walk_ASC_auto_deficient_social,-5.145629405975342,T
571,joint_walk_ASC_auto_sufficient_social,-7.9505791664123535,T
572,joint_bike_ASC_no_auto_social,-8.870983123779297,T
573,joint_bike_ASC_auto_deficient_social,-7.222004413604736,T
574,joint_bike_ASC_auto_sufficient_social,-13.106366157531738,T
575,joint_sr3p_ASC_no_auto_social,-4.263290882110596,T
576,joint_sr3p_ASC_auto_deficient_social,-3.8685953617095947,T
577,joint_sr3p_ASC_auto_sufficient_social,-5.089818954467773,T
578,joint_walk_transit_ASC_no_auto_social,7.63580846786499,T
579,joint_walk_transit_ASC_auto_deficient_social,-14.437678337097168,T
580,joint_walk_transit_ASC_auto_sufficient_social,-26.439794540405273,T
581,joint_drive_transit_ASC_auto_deficient_social,-15.321632385253906,T
582,joint_drive_transit_ASC_auto_sufficient_social,-14.152046203613281,T
583,joint_taxi_ASC_no_auto_social,-10.623295783996582,T
584,joint_taxi_ASC_auto_deficient_social,-16.46134376525879,T
585,joint_taxi_ASC_auto_sufficient_social,-19.121646881103516,T
586,joint_tnc_single_ASC_no_auto_social,-10.628345489501953,T
587,joint_tnc_single_ASC_auto_deficient_social,-16.534032821655273,T
588,joint_tnc_single_ASC_auto_sufficient_social,-21.307079315185547,T
589,joint_tnc_shared_ASC_no_auto_social,-10.400836944580078,T
590,joint_tnc_shared_ASC_auto_deficient_social,-17.42144012451172,T
591,joint_tnc_shared_ASC_auto_sufficient_social,-20.440860748291016,T
592,local_bus_ASC_social,4.936641693115234,T
593,walk_light_rail_ASC_social,-4.777955055236816,T
594,drive_light_rail_ASC_social,-0.5056803226470947,T
595,walk_ferry_ASC_social,-4.196529865264893,T
596,drive_ferry_ASC_social,-2.3562474250793457,T
597,express_bus_ASC_social,-1.0112656354904175,T
598,heavy_rail_ASC_social,-1.9905933141708374,T
599,commuter_rail_ASC_social,-4.899792194366455,T
600,walk_transit_CBD_ASC_social,-3.8762340545654297,T
601,drive_transit_CBD_ASC_social,-2.068613052368164,T
602,coef_topology_walk_multiplier_escort,15.0,T
603,coef_topology_bike_multiplier_escort,20.0,T
604,coef_topology_trn_multiplier_escort,2.200000047683716,T
605,coef_age16p_sr_multiplier_escort,-2.312429904937744,T
606,taxi_ASC_no_auto_escort,-3.7886927127838135,T
607,taxi_ASC_auto_deficient_escort,3.1201648712158203,T
608,taxi_ASC_auto_sufficient_escort,-1.2401889562606812,T
609,tnc_single_ASC_no_auto_escort,-4.966919422149658,T
610,tnc_single_ASC_auto_deficient_escort,-0.06038517504930496,T
611,tnc_single_ASC_auto_sufficient_escort,-1.3379806280136108,T
612,tnc_shared_ASC_no_auto_escort,-2.472324848175049,T
613,tnc_shared_ASC_auto_deficient_escort,8.734787940979004,T
614,tnc_shared_ASC_auto_sufficient_escort,-2.8080198764801025,T
615,joint_walk_ASC_no_auto_escort,-0.2127470076084137,T
616,joint_walk_ASC_auto_deficient_escort,-1.960770606994629,T
617,joint_walk_ASC_auto_sufficient_escort,-3.235215663909912,T
618,joint_bike_ASC_no_auto_escort,-2.867159843444824,T
619,joint_bike_ASC_auto_deficient_escort,-6.076415061950684,T
620,joint_bike_ASC_auto_sufficient_escort,-6.376065731048584,T
621,joint_sr3p_ASC_no_auto_escort,0.5630670785903931,T
622,joint_sr3p_ASC_auto_deficient_escort,-1.8841692209243774,T
623,joint_sr3p_ASC_auto_sufficient_escort,-2.23482608795166,T
624,joint_walk_transit_ASC_no_auto_escort,0.6229241490364075,T
625,joint_walk_transit_ASC_auto_deficient_escort,-5.163448333740234,T
626,joint_walk_transit_ASC_auto_sufficient_escort,-18.26453399658203,T
627,joint_drive_transit_ASC_auto_deficient_escort,-5.963221549987793,T
628,joint_drive_transit_ASC_auto_sufficient_escort,-8.04528522491455,T
629,joint_taxi_ASC_no_auto_escort,-4.57919979095459,T
630,joint_taxi_ASC_auto_deficient_escort,-9.815699577331543,T
631,joint_taxi_ASC_auto_sufficient_escort,-11.70989990234375,T
632,joint_tnc_single_ASC_no_auto_escort,-4.491700172424316,T
633,joint_tnc_single_ASC_auto_deficient_escort,-9.896100044250488,T
634,joint_tnc_single_ASC_auto_sufficient_escort,-14.015899658203125,T
635,joint_tnc_shared_ASC_no_auto_escort,-4.30019998550415,T
636,joint_tnc_shared_ASC_auto_deficient_escort,-11.15719985961914,T
637,joint_tnc_shared_ASC_auto_sufficient_escort,-13.204999923706055,T
638,local_bus_ASC_escort,3.422506332397461,T
639,walk_light_rail_ASC_escort,0.9360488057136536,T
640,drive_light_rail_ASC_escort,3.841480255126953,T
641,walk_ferry_ASC_escort,1.0117127895355225,T
642,drive_ferry_ASC_escort,6.644309997558594,T
643,express_bus_ASC_escort,4.64125919342041,T
644,heavy_rail_ASC_escort,4.433950424194336,T
645,commuter_rail_ASC_escort,0.9739558100700378,T
646,walk_transit_CBD_ASC_escort,11.845840454101562,T
647,drive_transit_CBD_ASC_escort,4.964942932128906,T
