coefficient_name,value,constrain
coef_dist_0_1,-0.9287106255146027,F
coef_dist_1_2,-0.5274217035775584,F
coef_dist_2_5,-0.32993050920975175,F
coef_dist_5_15,-0.1473114304084151,F
coef_dist_15_up,-0.36276676126701,F
coef_dist_0_5_high,-0.010000000000000009,F
coef_dist_5_up_high,-0.010000000000000009,F
coef_mode_logsum,0.03935774103238074,F
